,metabolite ID,metabolite names,microbes ID,microbes names,edgeType,error reduced,step added,position in x
0,2122,Isovalerate (3-Methylbutanoic acid),119,Bacteroides caccae,3,0.007891292223563884,15,23622
1,2079,D-Xylose (Xylose),966,Ruminococcus gnavus,2,0.00031080354142998257,28,5103
2,2103,Glycolithocholate,457,Eubacterium rectale,3,0.04266492131304189,63,22505
3,2122,Isovalerate (3-Methylbutanoic acid),952,Roseburia intestinalis,3,0.003831881478056909,152,23675
4,2122,Isovalerate (3-Methylbutanoic acid),123,Bacteroides dorei,2,0.0001690620457057701,201,7713
5,2212,Spermidine,880,Prevotella timonensis,2,-1.2230868599028e-05,236,13809
6,2217,Succinate,878,Prevotella salivae,2,0.004787132213249223,241,14096
7,2238,Urea,814,Parabacteroides merdae,3,0.000970749441523755,246,31446
8,2122,Isovalerate (3-Methylbutanoic acid),454,Eubacterium eligens,2,0.001261335674975883,249,7742
9,2134,"L-Glutamine (D-Glutamine, Glutamine)",134,Bacteroides thetaiotaomicron,3,0.00018166329768609657,283,24424
10,2154,L-Tryptophan (Tryptophan),339,Coprococcus eutactus,3,0.0033472840819224192,304,25882
11,2122,Isovalerate (3-Methylbutanoic acid),1064,Streptococcus salivarius,3,0.0007700309249746295,306,23685
12,2122,Isovalerate (3-Methylbutanoic acid),126,Bacteroides fragilis,3,0.0028302087134010057,333,23628
13,2133,"L-Glutamate (L-Glutamic acid, Glutamate, D-Glutamate)",152,Bifidobacterium bifidum,3,-0.00030977717501834423,343,24357
14,2134,"L-Glutamine (D-Glutamine, Glutamine)",338,Coprococcus comes,3,-6.706117993027227e-05,390,24441
15,2125,"L-Alanine (D-Alanine, Alanine)",122,Bacteroides coprophilus,3,0.00012646221832879334,418,23768
16,2212,Spermidine,456,Eubacterium limosum,2,-0.0009938013923221911,441,13792
17,2122,Isovalerate (3-Methylbutanoic acid),814,Parabacteroides merdae,2,0.009990792053549025,444,7758
18,2122,Isovalerate (3-Methylbutanoic acid),339,Coprococcus eutactus,3,-0.00027235990080487493,450,23650
19,2122,Isovalerate (3-Methylbutanoic acid),137,Bacteroides xylanisolvens,3,0.00018340292656593427,455,23634
20,2238,Urea,551,Holdemania filiformis,3,0.00042107439632066423,470,31440
21,2011,4-Aminobutyrate (GABA),9,Acidaminococcus fermentans,3,0.0005449108704564942,578,16632
22,2144,"L-Malate ([S]-Malate, L-Malic acid, Malate, D-Malate, [R]-Malate)",952,Roseburia intestinalis,3,0.007095942823677537,601,25187
23,2240,"Valerate (Pentanoic acid, Pentanoate)",129,Bacteroides ovatus,3,0.001837556626853587,638,31549
24,2183,Octanoate (Caprylic acid),460,Eubacterium siraeum,3,0.002236545141933055,647,27762
25,2212,Spermidine,309,Clostridium difficile,2,0.000635378784463736,650,13780
26,2241,Xanthine,814,Parabacteroides merdae,3,0.004822716328436671,700,31662
27,2122,Isovalerate (3-Methylbutanoic acid),966,Ruminococcus gnavus,2,-5.896570191665784e-05,708,7767
28,2233,Trimethylamine,124,Bacteroides eggerthii,3,-0.00015620797392612573,711,31042
29,2134,"L-Glutamine (D-Glutamine, Glutamine)",158,Bifidobacterium pseudocatenulatum,3,0.0001374774567134418,732,24432
30,2229,Thymine,126,Bacteroides fragilis,3,0.010140245357061928,749,30828
31,2133,"L-Glutamate (L-Glutamic acid, Glutamate, D-Glutamate)",133,Bacteroides stercoris,3,0.005880403708523496,787,24351
32,2049,Cholic acid (Cholate),420,Dorea formicigenerans,3,-0.0003459807064934983,953,19044
