,metabolite ID,metabolite names,microbes ID,microbes names,edgeType,error reduced,step added,position in x
0,2167,Methylamine (Monomethylamine),54,Alistipes putredinis,2,0.038571235458917164,41,10874
1,2044,"Cellotetraose (Cellohexaose, Cellopentaose, Cellotriose)",966,Ruminococcus gnavus,2,0.00408107189095952,80,2943
2,2122,Isovalerate (3-Methylbutanoic acid),149,Bifidobacterium adolescentis,3,0.0006280282501572865,92,23635
3,2201,Propanoate (Propionate),455,Eubacterium hallii,3,0.0037573983382983567,178,28911
4,2133,"L-Glutamate (L-Glutamic acid, Glutamate, D-Glutamate)",124,Bacteroides eggerthii,3,0.005046247625163702,233,24346
5,2122,Isovalerate (3-Methylbutanoic acid),135,Bacteroides uniformis,3,0.023173427027686433,242,23633
6,2011,4-Aminobutyrate (GABA),608,Lactococcus lactis,3,0.0015741334172328925,249,16681
7,2146,L-Ornithine (Ornithine),454,Eubacterium eligens,3,0.004216421736427334,256,25310
8,2153,L-Threonine (Threonine),133,Bacteroides stercoris,3,0.010494529172966893,257,25791
9,2133,"L-Glutamate (L-Glutamic acid, Glutamate, D-Glutamate)",456,Eubacterium limosum,3,0.00027315341402112114,309,24376
10,2107,H2 (Hydrogen),968,Ruminococcus obeum,2,0.0031482734173647886,338,6904
11,2122,Isovalerate (3-Methylbutanoic acid),124,Bacteroides eggerthii,2,0.000634019500275862,356,7714
12,2011,4-Aminobutyrate (GABA),969,Ruminococcus torques,2,1.4422292059501629e-05,393,785
13,2157,Lactose,878,Prevotella salivae,2,0.0017415271308016678,441,10208
14,2122,Isovalerate (3-Methylbutanoic acid),456,Eubacterium limosum,3,0.00031341739516754785,443,23656
15,2082,"Dextrin (Maltotriose, Maltodextrin, Maltohexaose, Maltotetraose, Maltooligosaccharide)",878,Prevotella salivae,3,0.003549686095822069,492,21224
16,2010,"4-Aminobenzoate (para-amino, Benzoic acid)",814,Parabacteroides merdae,3,0.0009644810884354982,539,16614
17,2133,"L-Glutamate (L-Glutamic acid, Glutamate, D-Glutamate)",952,Roseburia intestinalis,3,0.007178214114500037,568,24395
18,2238,Urea,54,Alistipes putredinis,3,0.011026898123291495,575,31394
19,2122,Isovalerate (3-Methylbutanoic acid),878,Prevotella salivae,3,0.00036875132537228517,585,23672
20,2085,Dimethylamine,124,Bacteroides eggerthii,2,0.0038158818481630608,603,5482
