,metabolite ID,metabolite names,microbes ID,microbes names,edgeType,error reduced,step deleted,position in x
0,2014,Acetate,455,Eubacterium hallii,2,0.00035052334566720855,73,975
1,2109,H2S (HS-),76,Anaerotruncus colihominis,3,-0.0010000000000000009,94,22901
2,2178,"NH3 (Ammonia, NH4+, Ammonium)",126,Bacteroides fragilis,2,0.00011964652501894601,109,11460
3,2157,Lactose,812,Parabacteroides distasonis,2,0.00033919281273975255,129,10204
4,2064,D-Galactose,134,Bacteroides thetaiotaomicron,2,0.0017668929618165352,184,3976
5,2163,Menaquinone (Vitamin K2),513,Haemophilus parainfluenzae,2,0.0054013316611958295,233,10631
6,2141,"L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate)",159,Bilophila wadsworthia,2,0.002083441770677874,260,9025
7,2055,CO2,135,Bacteroides uniformis,2,0.001356539958151659,299,3401
8,2055,CO2,124,Bacteroides eggerthii,2,0.00019158399902707846,338,3394
9,2014,Acetate,952,Roseburia intestinalis,2,-0.0007387338545419286,424,995
10,2049,Cholic acid (Cholate),455,Eubacterium hallii,3,0.004038396545811174,425,19047
11,2206,Raffinose,812,Parabacteroides distasonis,2,-0.00011302014878700195,436,13372
12,2014,Acetate,460,Eubacterium siraeum,2,7.728085784819427e-05,446,978
13,2061,D-Fructose (Fructose),134,Bacteroides thetaiotaomicron,2,0.0016144922943500672,450,3760
14,2201,Propanoate (Propionate),401,Desulfovibrio piger,2,0.0007585304416345418,457,12995
15,2174,N-Acetylgalactosamine (N-Acetyl-D-galactosamine),129,Bacteroides ovatus,2,-0.00024979421573168015,460,11245
16,2055,CO2,126,Bacteroides fragilis,2,0.0003285136793995669,493,3396
17,2060,"D-Arabinose (L-Arabinose, Arabinose, L-Arabinopyranose, L-Arabinofuranose)",134,Bacteroides thetaiotaomicron,2,-0.0002835684532500604,540,3688
18,2085,Dimethylamine,870,Prevotella copri,3,0.002652908863998382,572,21439
19,2182,Nitrite,870,Prevotella copri,3,7.121788969111087e-05,660,27703
20,2202,"Propanol (n-propanol, 1-Propanol)",159,Bilophila wadsworthia,2,-0.0004852621397236634,685,13057
21,2064,D-Galactose,133,Bacteroides stercoris,3,-8.272630787375945e-05,710,19887
22,2149,"L-Rhamnose (Rhamnose, D-Rhamnose)",329,Collinsella aerofaciens (Eubacterium aerofaciens),2,5.5260462234807406e-05,727,9608
23,2071,D-Mannitol (Mannitol),338,Coprococcus comes,3,0.00020434737549102078,890,20409
24,2201,Propanoate (Propionate),1099,Sutterella wadsworthensis,2,-0.0006860860779254185,913,13031
25,2120,Isomaltose,339,Coprococcus eutactus,3,0.00034334185108442217,918,23506
26,2071,D-Mannitol (Mannitol),338,Coprococcus comes,3,0.0013643109607802684,960,20409
27,2093,Formate,159,Bilophila wadsworthia,2,0.006587991396805437,1045,6001
