,metabolite ID,metabolite names,microbes ID,microbes names,edgeType,error reduced,step added,position in x
0,2240,"Valerate (Pentanoic acid, Pentanoate)",131,Bacteroides plebeius,3,0.0033882036769824486,89,31550
1,2233,Trimethylamine,54,Alistipes putredinis,2,0.039479260829146545,90,15122
2,2122,Isovalerate (3-Methylbutanoic acid),964,Ruminococcus bromii,3,0.0078017156888404715,100,23677
3,2149,"L-Rhamnose (Rhamnose, D-Rhamnose)",966,Ruminococcus gnavus,2,0.001382544803955943,103,9639
4,2203,Putrescine,460,Eubacterium siraeum,3,0.0018791767851015218,129,29058
5,2133,"L-Glutamate (L-Glutamic acid, Glutamate, D-Glutamate)",135,Bacteroides uniformis,3,0.01539593424996899,163,24353
6,2122,Isovalerate (3-Methylbutanoic acid),464,Faecalibacterium prausnitzii,3,0.018084445012383155,180,23660
7,2161,Maltose,878,Prevotella salivae,2,0.0001801596417726481,195,10496
8,2019,"Adenosylcobalamin (Vitamin B12, Cobamide coenzyme, Cob[II]alamin, Vitamin B12r, Cob[I]alamin, Vitamin B12s, Aquacobalamin, Cobalamin [III])",425,Eggerthella lenta,2,-0.00025302131882887213,197,1333
9,2122,Isovalerate (3-Methylbutanoic acid),326,Clostridium symbiosum,2,0.001224125088064909,215,7735
10,2122,Isovalerate (3-Methylbutanoic acid),1099,Sutterella wadsworthensis,2,-0.0002505596829648349,218,7775
11,2217,Succinate,804,Oxalobacter formigenes,2,0.0015428594095443504,232,14091
12,2240,"Valerate (Pentanoic acid, Pentanoate)",260,Catenibacterium mitsuokai,3,0.0022945728185376213,288,31563
13,2160,Malonate,969,Ruminococcus torques,3,-4.537631698919853e-05,301,26345
14,2083,Dichloromethane (Methylene chloride),870,Prevotella copri,3,0.002218903059014732,307,21295
15,2183,Octanoate (Caprylic acid),76,Anaerotruncus colihominis,3,0.0002576190532248557,343,27725
16,2011,4-Aminobutyrate (GABA),512,Haemophilus influenzae,2,-0.0008978402634234328,355,766
17,2233,Trimethylamine,454,Eubacterium eligens,2,0.00022816918680435005,365,15158
18,2190,"Pantothenic acid (Vitamin B5, Pantothenate)",456,Eubacterium limosum,3,0.0005627019144732737,366,28264
19,2094,FOS (Fructooligosaccharide),401,Desulfovibrio piger,3,0.003498781817396157,382,21995
20,2122,Isovalerate (3-Methylbutanoic acid),870,Prevotella copri,2,-9.739863458246845e-05,424,7759
21,2085,Dimethylamine,135,Bacteroides uniformis,2,0.011663996744964988,437,5489
22,2134,"L-Glutamine (D-Glutamine, Glutamine)",425,Eggerthella lenta,2,0.0014793638009330534,438,8533
23,2101,Glycodeoxycholate,870,Prevotella copri,3,0.003057869967946547,444,22375
24,2217,Succinate,158,Bifidobacterium pseudocatenulatum,2,0.002330605608189984,464,14064
25,2236,Tyramine,309,Clostridium difficile,2,0.0004913395428287615,472,15364
26,2122,Isovalerate (3-Methylbutanoic acid),461,Eubacterium ventriosum,2,-0.00068010928659612,495,7747
27,2133,"L-Glutamate (L-Glutamic acid, Glutamate, D-Glutamate)",964,Ruminococcus bromii,3,0.002730349582464653,503,24397
28,2122,Isovalerate (3-Methylbutanoic acid),420,Dorea formicigenerans,3,0.0019570893330487227,512,23652
29,2141,"L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate)",260,Catenibacterium mitsuokai,2,0.0040955594488648606,537,9027
