,metabolite ID,metabolite names,microbes ID,microbes names,edgeType,error reduced,step added,position in x
0,2119,Isobutyrate (2-Methylpropanoic acid),54,Alistipes putredinis,2,0.0010324855437289227,4,20597
1,2148,"L-Proline (Proline, D-Proline)",1169,Veillonella parvula,3,0.007380420698099632,16,70091
2,2158,Linoleic acid (Omega-6 fatty acid),214,Butyrivibrio crossotus,3,-0.00028571265384336186,22,71919
3,2201,Propanoate (Propionate),46,Akkermansia muciniphila,2,9.743941800133271e-05,23,35644
4,2234,Trimethylamine N-oxide (Trimethylamine-N-oxide),152,Bifidobacterium bifidum,2,0.005687921194905132,32,41814
5,2212,Spermidine,54,Alistipes putredinis,2,0.001242114115814097,33,37823
6,2229,Thymine,952,Roseburia intestinalis,3,0.0032053959981019897,43,84902
7,2151,"L-Serine (Serine, D-Serine)",131,Bacteroides plebeius,3,0.000748555566546738,58,70515
8,2035,Biotin (Vitamin B7),411,Dialister invisus,2,0.00026212195486052803,84,6411
9,2082,"Dextrin (Maltotriose, Maltodextrin, Maltohexaose, Maltotetraose, Maltooligosaccharide)",1169,Veillonella parvula,3,0.00032038078605689524,90,58409
10,2038,Butyrate,136,Bacteroides vulgatus,2,0.032483181846870046,118,6961
11,2150,L-Selenocysteine,464,Faecalibacterium prausnitzii,3,0.00040352964965895133,151,70382
12,2222,Taurochenodeoxycholate,46,Akkermansia muciniphila,3,0.025546671847703095,157,83362
13,2066,D-Gluconate (D-Gluconic acid) (Gluconate),964,Ruminococcus bromii,3,0.0010563713362413685,162,55205
14,2070,D-Lyxose (L-Lyxose),125,Bacteroides finegoldii (Alistipes finegoldii),3,0.0012712908255888555,244,55858
15,2115,Indole-3-acetate (Indoleacetate),966,Ruminococcus gnavus,2,0.0005019177564462574,249,19963
16,2152,L-Sorbose (Sorbose),159,Bilophila wadsworthia,3,0.00023281685804488195,257,70728
17,2098,Glycerol,952,Roseburia intestinalis,3,0.00039328997808396604,284,60944
