,metabolite ID,metabolite names,microbes ID,microbes names,edgeType,error reduced,step added,position in x
0,2240,"Valerate (Pentanoic acid, Pentanoate)",54,Alistipes putredinis,2,0.008365035723525649,10,42971
1,2212,Spermidine,46,Akkermansia muciniphila,2,0.001227377408064556,14,37822
2,2003,"1,2-Ethanediol (Ethylene glycol)",1099,Sutterella wadsworthensis,2,0.00029003270944583104,16,589
3,2239,Uridine,134,Bacteroides thetaiotaomicron,3,0.02342808092313775,55,86555
4,2035,Biotin (Vitamin B7),152,Bifidobacterium bifidum,2,0.0003120605373057028,58,6372
5,2203,Putrescine,1064,Streptococcus salivarius,3,0.0013421628726134616,111,79981
6,2176,N2,398,Desulfovibrio desulfuricans,3,0.0011296395229334344,112,75115
7,2066,D-Gluconate (D-Gluconic acid) (Gluconate),551,Holdemania filiformis,3,-0.0003001787015084467,117,55144
8,2240,"Valerate (Pentanoic acid, Pentanoate)",151,Bifidobacterium animalis,3,-0.0010022677555184822,118,86759
9,2155,L-Tyrosine (Tyrosine),214,Butyrivibrio crossotus,3,0.0050365499265594416,154,71325
10,2142,L-Leucine (Leucine),121,Bacteroides coprocola,3,-0.00023108373518798686,225,68724
11,2134,"L-Glutamine (D-Glutamine, Glutamine)",868,Prevotella buccae,3,-0.0010000000000000009,315,67265
12,2176,N2,952,Roseburia intestinalis,3,0.0008630476663651354,329,75200
13,2174,N-Acetylgalactosamine (N-Acetyl-D-galactosamine),895,Pseudoflavonifractor capillosus,2,0.0001310264380592896,333,31043
14,2204,"Pyridoxal (Vitamin B6, Pyridoxine, Pyridoxamine, Vitamin B6)",119,Bacteroides caccae,3,0.011641282814525145,360,80008
15,2183,Octanoate (Caprylic acid),883,Propionibacterium acnes,3,0.0005602050561671623,377,76382
16,2115,Indole-3-acetate (Indoleacetate),398,Desulfovibrio desulfuricans,3,7.620062218460788e-05,430,63631
17,2157,Lactose,952,Roseburia intestinalis,3,0.009777124793993619,445,71834
18,2178,"NH3 (Ammonia, NH4+, Ammonium)",234,Campylobacter gracilis,2,-0.0010000000000000009,448,31528
19,2201,Propanoate (Propionate),153,Bifidobacterium breve,2,0.002618059902233849,466,35677
20,2157,Lactose,608,Lactococcus lactis,3,-0.00017975167406070192,519,71796
21,2074,D-Ribose (Ribose),964,Ruminococcus bromii,3,0.0035307022234544183,538,56789
22,2079,D-Xylose (Xylose),119,Bacteroides caccae,3,0.0008070020469834738,557,57634
23,2087,"Dodecanoate (Lauric acid, Laureate)",868,Prevotella buccae,3,-0.0010000000000000009,601,59147
24,2166,Methanol,119,Bacteroides caccae,2,0.0028480816019451627,634,29716
25,2081,Deoxycholic acid,136,Bacteroides vulgatus,2,0.013294028456165785,653,14287
26,2087,"Dodecanoate (Lauric acid, Laureate)",119,Bacteroides caccae,3,0.005297649596467058,709,59020
27,2038,Butyrate,457,Eubacterium rectale,2,0.012458088729027539,718,7019
28,2204,"Pyridoxal (Vitamin B6, Pyridoxine, Pyridoxamine, Vitamin B6)",133,Bacteroides stercoris,3,0.00474595735269534,765,80020
29,2180,Nitrate,123,Bacteroides dorei,3,4.2653488190214084e-05,768,75656
