,metabolite ID,metabolite names,microbes ID,microbes names,edgeType,error reduced,step added,position in x
0,2129,"L-Aspartate (Aspartate, D-Aspartate)",814,Parabacteroides merdae,3,0.00046014104618752327,1,24102
1,2134,"L-Glutamine (D-Glutamine, Glutamine)",895,Pseudoflavonifractor capillosus,3,-0.0010000000000000009,15,24466
2,2233,Trimethylamine,54,Alistipes putredinis,2,0.03830239664106161,33,15122
3,2122,Isovalerate (3-Methylbutanoic acid),425,Eggerthella lenta,2,0.005507268106356822,39,7741
4,2025,Anthranilate (o-amino-benzoic acid),870,Prevotella copri,3,0.003219364278818637,44,17623
5,2122,Isovalerate (3-Methylbutanoic acid),425,Eggerthella lenta,3,0.0015313164705262894,45,23653
6,2122,Isovalerate (3-Methylbutanoic acid),456,Eubacterium limosum,3,0.002496276767315009,46,23656
7,2122,Isovalerate (3-Methylbutanoic acid),401,Desulfovibrio piger,3,0.001349842209057206,48,23651
8,2060,"D-Arabinose (L-Arabinose, Arabinose, L-Arabinopyranose, L-Arabinofuranose)",966,Ruminococcus gnavus,2,0.0005645311963627941,52,3735
9,2217,Succinate,812,Parabacteroides distasonis,2,0.009448516098958026,56,14092
10,2020,Adipate,157,"Bifidobacterium longum (Bifidobacterium infantis, Bifidobacterium suis)",3,0.01110860888325882,63,17303
11,2141,"L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate)",814,Parabacteroides merdae,2,0.007433844418279212,116,9054
12,2233,Trimethylamine,878,Prevotella salivae,2,0.0011058851897800537,121,15176
13,2011,4-Aminobutyrate (GABA),119,Bacteroides caccae,3,0.016918578650677696,131,16638
14,2133,"L-Glutamate (L-Glutamic acid, Glutamate, D-Glutamate)",457,Eubacterium rectale,2,0.0022119315737714196,133,8465
15,2196,Phenylethylamine,314,Clostridium leptum,2,-3.1593715286826196e-05,142,12701
16,2063,D-Galactosamine (Galactosamine),969,Ruminococcus torques,3,0.00010762866775015922,154,19865
17,2122,Isovalerate (3-Methylbutanoic acid),454,Eubacterium eligens,3,0.002070774319428481,155,23654
18,2122,Isovalerate (3-Methylbutanoic acid),455,Eubacterium hallii,2,-3.8187231254926957e-05,159,7743
19,2157,Lactose,870,Prevotella copri,3,0.003664730837818042,164,26119
20,2122,Isovalerate (3-Methylbutanoic acid),161,Blautia hansenii (Ruminococcus hansenii),3,0.01620074844724495,166,23642
21,2011,4-Aminobutyrate (GABA),969,Ruminococcus torques,2,0.005826901604010226,171,785
22,2122,Isovalerate (3-Methylbutanoic acid),323,Clostridium scindens,2,0.0005441031177482181,172,7734
23,2122,Isovalerate (3-Methylbutanoic acid),135,Bacteroides uniformis,2,0.0036114298524546617,177,7721
24,2174,N-Acetylgalactosamine (N-Acetyl-D-galactosamine),1007,Shigella sonnei,3,0.0023661114792485893,185,27210
25,2157,Lactose,123,Bacteroides dorei,3,0.0027006629844573693,191,26073
26,2201,Propanoate (Propionate),814,Parabacteroides merdae,3,0.0014678392358840053,195,28926
