,metabolite ID,metabolite names,microbes ID,microbes names,edgeType,error reduced,step added,position in x
0,2093,Formate,1064,Streptococcus salivarius,2,0.001710824122415855,11,6045
1,2122,Isovalerate (3-Methylbutanoic acid),1064,Streptococcus salivarius,3,0.05853236965800379,23,23685
2,2060,"D-Arabinose (L-Arabinose, Arabinose, L-Arabinopyranose, L-Arabinofuranose)",966,Ruminococcus gnavus,2,0.002219872451796445,24,3735
3,2122,Isovalerate (3-Methylbutanoic acid),54,Alistipes putredinis,2,-0.00031603963283122205,25,7706
4,2122,Isovalerate (3-Methylbutanoic acid),339,Coprococcus eutactus,3,0.000651715763043792,48,23650
5,2122,Isovalerate (3-Methylbutanoic acid),126,Bacteroides fragilis,3,0.007373632117433693,52,23628
6,2225,Taurolithocholate,121,Bacteroides coprocola,3,0.0050266456508661905,65,30535
7,2012,5-Aminovalerate,135,Bacteroides uniformis,3,0.008109577280599911,70,16721
8,2242,XOS (Xylooligosaccharide),878,Prevotella salivae,2,0.0021304966716928497,76,15824
9,2233,Trimethylamine,425,Eggerthella lenta,2,0.0015178327014793158,100,15157
10,2032,beta-alanine (3-Aminopropionate),454,Eubacterium eligens,3,0.01311066238722236,103,18038
11,2134,"L-Glutamine (D-Glutamine, Glutamine)",814,Parabacteroides merdae,3,0.0013599411574006792,119,24462
12,2070,D-Lyxose (L-Lyxose),968,Ruminococcus obeum,3,0.000956713983305657,135,20368
13,2082,"Dextrin (Maltotriose, Maltodextrin, Maltohexaose, Maltotetraose, Maltooligosaccharide)",551,Holdemania filiformis,3,0.0011657767437134314,142,21216
14,2061,D-Fructose (Fructose),137,Bacteroides xylanisolvens,3,0.002805220868652869,148,19674
15,2122,Isovalerate (3-Methylbutanoic acid),425,Eggerthella lenta,3,0.002742962039174901,156,23653
16,2122,Isovalerate (3-Methylbutanoic acid),965,Ruminococcus flavefaciens,3,0.00014546218891942075,157,23678
17,2161,Maltose,1064,Streptococcus salivarius,3,0.000790471981202967,165,26421
18,2229,Thymine,152,Bifidobacterium bifidum,3,0.0036213662891158016,170,30837
19,2011,4-Aminobutyrate (GABA),134,Bacteroides thetaiotaomicron,3,0.010282153138706951,172,16648
20,2238,Urea,608,Lactococcus lactis,3,0.002332481418523713,175,31441
21,2152,L-Sorbose (Sorbose),870,Prevotella copri,3,0.0025412994226674535,183,25759
22,2063,D-Galactosamine (Galactosamine),134,Bacteroides thetaiotaomicron,3,0.001626219013661001,186,19816
23,2081,Deoxycholic acid,965,Ruminococcus flavefaciens,3,0.0008681469957645405,187,21158
24,2133,"L-Glutamate (L-Glutamic acid, Glutamate, D-Glutamate)",54,Alistipes putredinis,3,0.0023432972366492777,192,24338
25,2240,"Valerate (Pentanoic acid, Pentanoate)",158,Bifidobacterium pseudocatenulatum,3,0.006425485489439331,197,31560
26,2034,"Bicarbonate (HCO3-, H2CO3, Carbonic acid, Carbonate)",425,Eggerthella lenta,3,0.0004522072105951347,199,18181
27,2104,"Glyoxylate (Glyoxylic acid, Glyoxalate)",152,Bifidobacterium bifidum,2,-0.0010000000000000009,216,6645
