,metabolite ID,metabolite names,microbes ID,microbes names,edgeType,error reduced,step added,position in x
0,2049,Cholic acid (Cholate),54,Alistipes putredinis,2,0.004277112300133723,10,3098
1,2242,XOS (Xylooligosaccharide),966,Ruminococcus gnavus,2,0.0024585035590438675,11,15831
2,2122,Isovalerate (3-Methylbutanoic acid),149,Bifidobacterium adolescentis,3,0.002316323760635508,16,23635
3,2122,Isovalerate (3-Methylbutanoic acid),425,Eggerthella lenta,2,0.005490250852078327,20,7741
4,2122,Isovalerate (3-Methylbutanoic acid),123,Bacteroides dorei,3,0.054234930671754555,24,23625
5,2140,L-Isoleucine (Isoleucine),135,Bacteroides uniformis,3,0.018103604789369787,30,24857
6,2157,Lactose,878,Prevotella salivae,2,0.0009741693531455375,34,10208
7,2172,N-Acetyl-D-Glucosamine (N-Acetylglucosamine),456,Eubacterium limosum,3,0.002054031002475143,41,27040
8,2122,Isovalerate (3-Methylbutanoic acid),484,Fusobacterium varium,2,0.0016868493766120096,45,7749
9,2122,Isovalerate (3-Methylbutanoic acid),484,Fusobacterium varium,3,-0.00039739292239915347,51,23661
10,2122,Isovalerate (3-Methylbutanoic acid),608,Lactococcus lactis,2,0.0011964091878200467,52,7753
11,2217,Succinate,1099,Sutterella wadsworthensis,2,0.002585786073141083,54,14111
12,2134,"L-Glutamine (D-Glutamine, Glutamine)",152,Bifidobacterium bifidum,2,0.005826284369974566,61,8517
13,2100,Glycocholate,158,Bifidobacterium pseudocatenulatum,3,0.00010608722386684644,67,22272
14,2081,Deoxycholic acid,123,Bacteroides dorei,2,0.001860345892070736,69,5193
15,2125,"L-Alanine (D-Alanine, Alanine)",135,Bacteroides uniformis,3,0.015474013670565112,72,23777
16,2122,Isovalerate (3-Methylbutanoic acid),119,Bacteroides caccae,3,-4.3974508474819984e-05,74,23622
17,2122,Isovalerate (3-Methylbutanoic acid),314,Clostridium leptum,3,-0.0009062787520061066,108,23645
18,2236,Tyramine,969,Ruminococcus torques,2,3.296211166503582e-05,115,15401
19,2122,Isovalerate (3-Methylbutanoic acid),158,Bifidobacterium pseudocatenulatum,2,0.0032021616932144115,119,7728
20,2133,"L-Glutamate (L-Glutamic acid, Glutamate, D-Glutamate)",158,Bifidobacterium pseudocatenulatum,2,0.003793466299056636,122,8448
21,2167,Methylamine (Monomethylamine),55,Alistipes shahii,3,-0.0010729678967575929,144,26787
22,2234,Trimethylamine N-oxide (Trimethylamine-N-oxide),338,Coprococcus comes,2,0.001337387986676819,162,15225
23,2163,Menaquinone (Vitamin K2),454,Eubacterium eligens,3,0.007810089819545563,182,26534
24,2179,"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3)",455,Eubacterium hallii,3,0.0029298273204338976,194,27471
25,2011,4-Aminobutyrate (GABA),870,Prevotella copri,3,0.00023766871060637573,196,16687
26,2214,Stachyose,129,Bacteroides ovatus,3,-0.00043857088040810677,205,29821
27,2122,Isovalerate (3-Methylbutanoic acid),420,Dorea formicigenerans,3,0.00032183774309457736,215,23652
